userID,artistID,rating
1853593,1022086,100
1853593,1022153,100
1853593,1022226,0
1853593,1022232,100
1853593,1023032,100
1853593,1023157,100
1853593,1024006,0
1853593,1024051,100
1853593,1024379,90
1853593,1024602,100
1853593,1024629,100
1853593,1024680,100
1853593,1024951,100
1853593,1024992,100
1853593,1025058,100
1853593,1025213,0
1853593,1025241,100
1853593,1025522,100
1853593,1025831,0
1853593,1025908,100
1853593,1026044,0
1853593,1026049,100
1853593,1026322,100
1853593,1026620,0
1853593,1026729,100
1853593,1026799,100
1853593,1026819,100
1853593,1026831,100
1853593,1026850,100
1853593,1026894,100
1853593,1026899,100
1853593,1027178,0
1853593,1027239,100
1853593,1027263,100
1853593,1027496,90
1853593,1027772,100
1853593,1027798,0
1853593,1028103,100
1853593,1028253,0
1853593,1028367,100
1853593,1028852,0
1853593,1029019,0
1853593,1029579,100
1853593,1029635,100
1853593,1029910,0
1853593,1030037,0
1853593,1030666,0
1853593,1030668,100
1853593,1030760,0
1853593,1031351,100
1853593,1031471,100
1853593,1031520,100
1853593,1031573,0
1853593,1031793,100
1853593,1033236,100
1853593,1033697,0
1853593,1033724,0
1853593,1034000,100
1853593,1034719,100
1853593,1034801,0
1853593,1036154,100
1853593,1036157,0
1853593,1036269,100
1853593,1037798,100
1853593,1037847,0
1853593,1039098,100
1853593,1039877,0
1853593,1040742,0
1853593,1041052,0
1853593,1041557,0
1853593,1042272,255
1853593,1042768,0
1853593,1042790,100
1853593,1043833,0
1853593,1044366,0
1853593,1044605,0
1853593,1044871,100
1853593,1045021,0
1853593,1045024,0
1853593,1045306,100
1853593,1045843,100
1853593,1047130,0
1853593,1047969,100
1853593,1048032,100
1853593,1048825,0
1853593,1048872,100
1853593,1050636,100
1853593,1051787,0
1853593,1052054,0
1853593,1052503,100
1853593,1053038,100
1853593,1053288,100
1853593,1053507,0
1853593,1054073,0
1853593,1058042,100
1853593,1058980,0
1853593,1062238,0
1853593,1063150,100
1853593,1064441,0
1853593,1068049,100
1853593,1097504,0
1853593,1097564,0
1853593,1097585,0
1853593,1098032,0
1853593,1098056,100
1853593,1098109,0
1853593,1098270,0
1853593,1098311,0
1853593,1098329,0
1853593,1098453,100
1853593,1098588,0
1853593,1098798,100
1853593,1098806,0
1853594,1099097,90
1853595,1014312,90
1853596,1000264,70
1853596,1003988,0
1853596,1006078,90
1853596,1006242,0
1853596,1006373,30
1853596,1006978,90
1853596,1007610,85
1853596,1008023,90
1853596,1011846,90
1853596,1012752,50
1853596,1013354,96
1853596,1017874,90
1853596,1018587,90
1853596,1019522,90
1853596,1022226,97
1853596,1024670,0
1853596,1025831,100
1853596,1029091,90
1853596,1030760,90
1853596,1032861,0
1853596,1033300,90
1853596,1036157,90
1853596,1036563,30
1853596,1040742,70
1853596,1042768,95
1853596,1045021,90
1853596,1048362,30
1853596,1052069,90
1853596,1053507,70
1853596,1053653,10
1853596,1097585,30
1853596,1098571,0
1853596,1098588,50
1853596,1098798,50
1853596,1099096,0
1853596,1099165,50
1853596,1099386,50
1853597,1000012,30
1853597,1000026,20
1853597,1000125,90
1853597,1000143,50
1853597,1000247,0
1853597,1000264,60
1853597,1000276,10
1853597,1000335,0
1853597,1000454,50
1853597,1000656,20
1853597,1000746,0
1853597,1000905,70
1853597,1001077,0
1853597,1001137,10
1853597,1001236,6
1853597,1001296,60
1853597,1001301,0
1853597,1001925,30
1853597,1002202,20
1853597,1002217,50
1853597,1002256,10
1853597,1002815,20
1853597,1002960,1
1853597,1003380,30
1853597,1003454,20
1853597,1003522,30
1853597,1004042,0
1853597,1004078,60
1853597,1004095,10
1853597,1004468,0
1853597,1004568,10
1853597,1005017,80
1853597,1005290,50
1853597,1005442,0
1853597,1005580,10
1853597,1005605,50
1853597,1005938,94
1853597,1006016,0
1853597,1006067,10
1853597,1006078,10
1853597,1006149,0
1853597,1006175,80
1853597,1006316,90
1853597,1006831,0
1853597,1006971,10
1853597,1006978,40
1853597,1007098,0
1853597,1007340,10
1853597,1007610,90
1853597,1007723,90
1853597,1007986,40
1853597,1008023,10
1853597,1008279,0
1853597,1008916,0
1853597,1009158,6
1853597,1009214,20
1853597,1009326,60
1853597,1009352,70
1853597,1009453,0
1853597,1009730,10
1853597,1009965,30
1853597,1010309,20
1853597,1010474,70
1853597,1010542,60
1853597,1010722,30
1853597,1010747,80
1853597,1010787,80
1853597,1011104,30
1853597,1011117,90
1853597,1011454,20
1853597,1011846,70
1853597,1012011,10
1853597,1012012,40
1853597,1012152,6
1853597,1012648,30
1853597,1012752,70
1853597,1012884,0
1853597,1013012,10
1853597,1013213,30
1853597,1013350,0
1853597,1013354,94
1853597,1013384,85
1853597,1013414,10
1853597,1013438,20
1853597,1013492,30
1853597,1013596,0
1853597,1014120,10
1853597,1014252,30
1853597,1014287,0
1853597,1014312,10
1853597,1014463,0
1853597,1014635,80
1853597,1014696,20
1853597,1014953,50
1853597,1015272,70
1853597,1015424,50
1853597,1015560,76
1853597,1015673,60
1853597,1015725,10
1853597,1015750,10
1853597,1016419,20
1853597,1016600,70
1853597,1016776,20
1853597,1016885,20
1853597,1017031,70
1853597,1017240,90
1853597,1017274,90
1853597,1017383,30
1853597,1017555,30
1853597,1017559,30
1853597,1017658,0
1853597,1017874,70
1853597,1017881,10
1853597,1018076,0
1853597,1018252,0
1853597,1018272,0
1853597,1018344,10
1853597,1018442,0
1853597,1018587,10
1853597,1018620,10
1853597,1018937,50
1853597,1018980,10
1853597,1019067,10
1853597,1019331,0
1853597,1019512,20
1853597,1019522,90
1853597,1019547,70
1853597,1019560,70
1853597,1019576,50
1853597,1019658,70
1853597,1019802,80
1853597,1019857,40
1853597,1020268,10
1853597,1020313,50
1853597,1020326,40
1853597,1020524,0
1853597,1020778,40
1853597,1020983,50
1853597,1020993,30
1853597,1021142,70
1853597,1021300,20
1853597,1021402,10
1853597,1021515,30
1853597,1021578,10
1853597,1021580,30
1853597,1021815,70
1853597,1021869,10
1853597,1021912,60
1853597,1021928,20
1853597,1021992,40
1853597,1022010,30
1853597,1022226,80
1853597,1022262,10
1853597,1022925,40
1853597,1022980,0
1853597,1023274,0
1853597,1024006,0
1853597,1024052,30
1853597,1024523,30
1853597,1024759,0
1853597,1024844,30
1853597,1024951,10
1853597,1025005,20
1853597,1025213,30
1853597,1025681,10
1853597,1025801,10
1853597,1025831,40
1853597,1026015,70
1853597,1026044,90
1853597,1026184,0
1853597,1026209,0
1853597,1026478,0
1853597,1026620,0
1853597,1026882,100
1853597,1027171,30
1853597,1027263,20
1853597,1027772,0
1853597,1027798,80
1853597,1027938,70
1853597,1027978,30
1853597,1028073,10
1853597,1028255,50
1853597,1028358,10
1853597,1028852,80
1853597,1029019,20
1853597,1029091,50
1853597,1029107,0
1853597,1029319,80
1853597,1029489,0
1853597,1029612,10
1853597,1029675,10
1853597,1029833,0
1853597,1030666,60
1853597,1030683,10
1853597,1030691,30
1853597,1030760,33
1853597,1030879,20
1853597,1031044,10
1853597,1031091,70
1853597,1031304,50
1853597,1031913,70
1853597,1032152,10
1853597,1032444,50
1853597,1032577,40
1853597,1032861,90
1853597,1033300,60
1853597,1033398,10
1853597,1033451,60
1853597,1033537,0
1853597,1033613,10
1853597,1033722,0
1853597,1033724,70
1853597,1034047,10
1853597,1034801,50
1853597,1035111,0
1853597,1035709,74
1853597,1036095,0
1853597,1036157,50
1853597,1036736,10
1853597,1036740,10
1853597,1036762,30
1853597,1037066,10
1853597,1037731,10
1853597,1037847,80
1853597,1039675,10
1853597,1039877,0
1853597,1040071,30
1853597,1040138,20
1853597,1040684,20
1853597,1040692,20
1853597,1040742,50
1853597,1041052,50
1853597,1041557,10
1853597,1041735,10
1853597,1042183,0
1853597,1042197,40
1853597,1042272,20
1853597,1042672,10
1853597,1042768,50
1853597,1042908,80
1853597,1042991,10
1853597,1043366,0
1853597,1043454,50
1853597,1043695,90
1853597,1043818,10
1853597,1043833,0
1853597,1044366,1
1853597,1044487,30
1853597,1044605,76
1853597,1044862,59
1853597,1044871,0
1853597,1045021,50
1853597,1045024,50
1853597,1045525,10
1853597,1045696,0
1853597,1045704,30
1853597,1047130,1
1853597,1047584,0
1853597,1047662,80
1853597,1048335,70
1853597,1048362,0
1853597,1048392,70
1853597,1048701,70
1853597,1048825,70
1853597,1048943,70
1853597,1048952,10
1853597,1049545,80
1853597,1050745,0
1853597,1051565,20
1853597,1051787,0
1853597,1052054,60
1853597,1052069,96
1853597,1052200,0
1853597,1052234,80
1853597,1053331,70
1853597,1053349,10
1853597,1053387,90
1853597,1053407,40
1853597,1053438,0
1853597,1053507,85
1853597,1053653,96
1853597,1053686,0
1853597,1054004,68
1853597,1054006,10
1853597,1054154,10
1853597,1054175,40
1853597,1054306,50
1853597,1057643,70
1853597,1058980,10
1853597,1061857,0
1853597,1062238,70
1853597,1064441,70
1853597,1064535,70
1853597,1064645,50
1853597,1065507,76
1853597,1077556,10
1853597,1078363,80
1853597,1079828,30
1853597,1083194,85
1853597,1097450,30
1853597,1097490,0
1853597,1097498,20
1853597,1097504,50
1853597,1097508,50
1853597,1097564,20
1853597,1097579,10
1853597,1097585,60
1853597,1097613,70
1853597,1097843,0
1853597,1097930,100
1853597,1097970,50
1853597,1098048,60
1853597,1098051,20
1853597,1098099,100
1853597,1098109,80
1853597,1098153,80
1853597,1098195,50
1853597,1098222,0
1853597,1098224,20
1853597,1098270,40
1853597,1098279,40
1853597,1098288,20
1853597,1098306,0
1853597,1098349,90
1853597,1098353,30
1853597,1098445,10
1853597,1098461,80
1853597,1098571,70
1853597,1098580,0
1853597,1098588,90
1853597,1098595,10
1853597,1098640,10
1853597,1098650,10
1853597,1098676,30
1853597,1098710,10
1853597,1098798,1
1853597,1098852,20
1853597,1098953,100
1853597,1098975,50
1853597,1099015,10
1853597,1099097,0
1853597,1099173,70
1853597,1099342,100
1853597,1099435,80
1853598,1000335,90
1853598,1000454,90
1853598,1001925,90
1853598,1008023,90
1853598,1010787,90
1853598,1013354,90
1853598,1017240,90
1853598,1019857,90
1853598,1020983,90
1853598,1021142,90
1853598,1022226,90
1853598,1022925,90
1853598,1025477,90
1853598,1027386,90
1853598,1030760,90
1853598,1042272,90
1853598,1042768,90
1853598,1053507,90
1853598,1053653,90
1853598,1097613,90
1853599,1000026,90
1853599,1000252,30
1853599,1001301,90
1853599,1001318,0
1853599,1002476,30
1853599,1006179,90
1853599,1006971,0
1853599,1007939,50
1853599,1009352,0
1853599,1009453,0
1853599,1009496,0
1853599,1011710,30
1853599,1012481,30
1853599,1012752,50
1853599,1012859,0
1853599,1013067,0
1853599,1013354,50
1853599,1013691,0
1853599,1014635,0
